              f               x               p             lip             lsp             bip             bsp              p1            lip1            lsp1            bip1            bsp1              p2            lip2            lsp2            bip2            bsp2
      2.0000000       9.6333333       0.2071350       0.2061435       0.2082990       0.2058563       0.2084136       0.0614464       0.0611586       0.0617054       0.0611139       0.0617788       0.0118495       0.0116954       0.0119727       0.0116901       0.0120088
      2.0000000       9.8676768       0.2218621       0.2208195       0.2230284       0.2205538       0.2231705       0.0642522       0.0639350       0.0645380       0.0638899       0.0646144       0.0120963       0.0119339       0.0122261       0.0119286       0.0122640
      2.0000000      10.1020202       0.2372536       0.2361588       0.2384665       0.2359133       0.2385939       0.0671157       0.0667646       0.0674295       0.0667207       0.0675107       0.0123423       0.0121716       0.0124787       0.0121661       0.0125185
      2.0000000      10.3363636       0.2533229       0.2521749       0.2545822       0.2519473       0.2546984       0.0700368       0.0696492       0.0703798       0.0696063       0.0704672       0.0125875       0.0124085       0.0127305       0.0124027       0.0127722
      2.0000000      10.5707071       0.2700834       0.2688814       0.2713889       0.2686680       0.2714988       0.0730152       0.0725896       0.0733895       0.0725465       0.0734839       0.0128318       0.0126444       0.0129817       0.0126385       0.0130252
      2.0000000      10.8050505       0.2875486       0.2862917       0.2888998       0.2860872       0.2890100       0.0760508       0.0755855       0.0764587       0.0755413       0.0765604       0.0130755       0.0128796       0.0132321       0.0128733       0.0132776
      2.0000000      11.0393939       0.3057319       0.3044192       0.3071282       0.3042170       0.3072467       0.0791434       0.0786279       0.0795864       0.0785904       0.0796965       0.0133183       0.0131140       0.0134818       0.0131074       0.0135292
      2.0000000      11.2737374       0.3246465       0.3232774       0.3260873       0.3230691       0.3262240       0.0822929       0.0817258       0.0827722       0.0816939       0.0828919       0.0135605       0.0133475       0.0137308       0.0133407       0.0137802
      2.0000000      11.5080808       0.3443059       0.3428794       0.3457887       0.3426552       0.3459566       0.0854990       0.0848783       0.0860160       0.0848515       0.0861465       0.0138019       0.0135803       0.0139792       0.0135731       0.0140306
      2.0000000      11.7424242       0.3647232       0.3632388       0.3662467       0.3629871       0.3664593       0.0887616       0.0880859       0.0893178       0.0880632       0.0894600       0.0140426       0.0138123       0.0142269       0.0138048       0.0142803
      2.0000000      11.9767677       0.3859117       0.3843686       0.3875130       0.3840766       0.3877467       0.0920805       0.0913551       0.0926773       0.0913287       0.0928323       0.0142826       0.0140436       0.0144740       0.0140358       0.0145295
      2.0000000      12.2111111       0.4078845       0.4063136       0.4095200       0.4059357       0.4098334       0.0954556       0.0946782       0.0960943       0.0946480       0.0962632       0.0145220       0.0142742       0.0147204       0.0142660       0.0147780
      2.0000000      12.4454545       0.4306548       0.4290594       0.4323225       0.4285763       0.4327334       0.0988867       0.0980542       0.0995688       0.0980210       0.0997525       0.0147607       0.0145040       0.0149663       0.0144955       0.0150259
      2.0000000      12.6797980       0.4542358       0.4524584       0.4559570       0.4520106       0.4564610       0.1023737       0.1014843       0.1031006       0.1014474       0.1033000       0.0149988       0.0147332       0.0152116       0.0147243       0.0152733
      2.0000000      12.9141414       0.4786404       0.4766894       0.4804650       0.4762510       0.4810299       0.1059164       0.1049682       0.1066895       0.1049272       0.1069056       0.0152362       0.0149617       0.0154562       0.0149524       0.0155201
      2.0000000      13.1484848       0.5038818       0.5017322       0.5058568       0.5013097       0.5064538       0.1095147       0.1085058       0.1103354       0.1084602       0.1105692       0.0154731       0.0151895       0.0157003       0.0151798       0.0157663
      2.0000000      13.3828283       0.5299728       0.5276131       0.5321024       0.5271993       0.5327463       0.1131684       0.1120969       0.1140383       0.1120462       0.1142906       0.0157093       0.0154167       0.0159439       0.0154066       0.0160120
      2.0000000      13.6171717       0.5569266       0.5543448       0.5592581       0.5539323       0.5599209       0.1168774       0.1157415       0.1177978       0.1156852       0.1180696       0.0159450       0.0156433       0.0161869       0.0156328       0.0162572
      2.0000000      13.8515152       0.5847560       0.5819400       0.5873006       0.5815211       0.5879910       0.1206415       0.1194394       0.1216140       0.1193770       0.1219061       0.0161800       0.0158692       0.0164293       0.0158583       0.0165018
      2.0000000      14.0858586       0.6134740       0.6104111       0.6162431       0.6099783       0.6169697       0.1244607       0.1231900       0.1254872       0.1231214       0.1258000       0.0164145       0.0160945       0.0166713       0.0160832       0.0167459
      2.0000000      14.3202020       0.6430934       0.6397443       0.6460990       0.6393164       0.6468704       0.1283348       0.1269877       0.1294223       0.1269184       0.1297512       0.0166485       0.0163192       0.0169127       0.0163075       0.0169895
      2.0000000      14.5545455       0.6736271       0.6699748       0.6768812       0.6695479       0.6777063       0.1322636       0.1308379       0.1334139       0.1307677       0.1337595       0.0168819       0.0165434       0.0171536       0.0165312       0.0172327
      2.0000000      14.7888889       0.7050879       0.7011166       0.7086031       0.7006852       0.7094906       0.1362471       0.1347406       0.1374619       0.1346693       0.1378248       0.0171148       0.0167669       0.0173940       0.0167543       0.0174753
      2.0000000      15.0232323       0.7374886       0.7331820       0.7412875       0.7327408       0.7422364       0.1402850       0.1386956       0.1415662       0.1386231       0.1419470       0.0173471       0.0169899       0.0176339       0.0169768       0.0177175
      2.0000000      15.2575758       0.7708419       0.7661833       0.7749420       0.7657270       0.7759568       0.1443774       0.1427027       0.1457267       0.1426289       0.1461259       0.0175790       0.0172124       0.0178733       0.0171988       0.0179592
      2.0000000      15.4919192       0.8051606       0.8000985       0.8095763       0.7996562       0.8106650       0.1485240       0.1467619       0.1499432       0.1466865       0.1503616       0.0178103       0.0174343       0.0181123       0.0174202       0.0182004
      2.0000000      15.7262626       0.8404574       0.8349419       0.8452035       0.8345407       0.8463742       0.1527248       0.1508731       0.1542156       0.1507959       0.1546537       0.0180411       0.0176557       0.0183508       0.0176411       0.0184412
      2.0000000      15.9606061       0.8767450       0.8707588       0.8818366       0.8703927       0.8830973       0.1569796       0.1550360       0.1585439       0.1549570       0.1590023       0.0182715       0.0178765       0.0185889       0.0178614       0.0186815
      2.0000000      16.1949495       0.9140359       0.9075563       0.9194887       0.9072244       0.9208474       0.1612884       0.1592506       0.1629280       0.1591696       0.1634072       0.0185013       0.0180968       0.0188265       0.0180813       0.0189214
      2.0000000      16.4292929       0.9523429       0.9453466       0.9581727       0.9450480       0.9596378       0.1656509       0.1635167       0.1673676       0.1634335       0.1678683       0.0187307       0.0183166       0.0190636       0.0183006       0.0191609
      2.0000000      16.6636364       0.9916785       0.9841417       0.9979015       0.9838758       0.9994813       0.1700672       0.1678343       0.1718628       0.1677488       0.1723856       0.0189597       0.0185359       0.0193003       0.0185194       0.0193999
      2.0000000      16.8979798       1.0320554       1.0240156       1.0386881       1.0237196       1.0403911       0.1745371       0.1722031       0.1764134       0.1721152       0.1769589       0.0191881       0.0187548       0.0195366       0.0187377       0.0196386
      2.0000000      17.1323232       1.0734859       1.0649243       1.0805455       1.0645918       1.0823801       0.1790604       0.1766232       0.1810193       0.1765327       0.1815880       0.0194162       0.0189731       0.0197725       0.0189555       0.0198768
      2.0000000      17.3666667       1.1159828       1.1068721       1.1234864       1.1065041       1.1254614       0.1836371       0.1810946       0.1856804       0.1810012       0.1862730       0.0196437       0.0191910       0.0200079       0.0191729       0.0201146
      2.0000000      17.6010101       1.1595584       1.1498673       1.1675238       1.1494687       1.1696480       0.1882671       0.1856173       0.1903967       0.1855205       0.1910138       0.0198709       0.0194084       0.0202430       0.0193897       0.0203520
      2.0000000      17.8353535       1.2042253       1.1939306       1.2126705       1.1934976       1.2149529       0.1929503       0.1901910       0.1951680       0.1900905       0.1958101       0.0200976       0.0196253       0.0204776       0.0196061       0.0205890
      2.0000000      18.0696970       1.2499958       1.2390741       1.2589392       1.2386026       1.2613890       0.1976865       0.1948154       0.1999943       0.1947111       0.2006620       0.0203239       0.0198418       0.0207119       0.0198221       0.0208256
      2.0000000      18.3040404       1.2968825       1.2853097       1.3063429       1.2847957       1.3089693       0.2024758       0.1994905       0.2048754       0.1993823       0.2055693       0.0205497       0.0200578       0.0209457       0.0200376       0.0210619
      2.0000000      18.5383838       1.3448977       1.3326492       1.3548943       1.3320886       1.3577067       0.2073179       0.2042162       0.2098112       0.2041038       0.2105320       0.0207752       0.0202734       0.0211792       0.0202526       0.0212978
      2.0000000      18.7727273       1.3940538       1.3811047       1.4046061       1.3804934       1.4076142       0.2122128       0.2089923       0.2148018       0.2088757       0.2155499       0.0210002       0.0204885       0.0214123       0.0204672       0.0215333
      2.0000000      19.0070707       1.4443632       1.4306880       1.4554911       1.4300218       1.4587045       0.2171604       0.2138189       0.2198469       0.2136978       0.2206230       0.0212249       0.0207033       0.0216450       0.0206814       0.0217684
      2.0000000      19.2414141       1.4958381       1.4814110       1.5075619       1.4806856       1.5109907       0.2221606       0.2186957       0.2249465       0.2185700       0.2257512       0.0214491       0.0209176       0.0218773       0.0208951       0.0220032
      2.0000000      19.4757576       1.5484910       1.5332855       1.5608312       1.5324965       1.5644856       0.2272133       0.2236226       0.2301005       0.2234922       0.2309344       0.0216730       0.0211314       0.0221093       0.0211084       0.0222376
      2.0000000      19.7101010       1.6023341       1.5863232       1.6153118       1.5854663       1.6192019       0.2323184       0.2285997       0.2353088       0.2284644       0.2361725       0.0218965       0.0213449       0.0223410       0.0213213       0.0224717
      2.0000000      19.9444444       1.6573797       1.6405361       1.6710190       1.6396067       1.6751527       0.2374759       0.2336267       0.2405713       0.2334863       0.2414654       0.0221196       0.0215580       0.0225722       0.0215338       0.0227054
      2.0000000      20.1787879       1.7136400       1.6958928       1.7280172       1.6949294       1.7323506       0.2426856       0.2387036       0.2458881       0.2385580       0.2468131       0.0223423       0.0217707       0.0228032       0.0217459       0.0229388
      2.0000000      20.4131313       1.7711273       1.7524289       1.7862677       1.7514461       1.7908085       0.2479474       0.2438303       0.2512589       0.2436793       0.2522155       0.0225647       0.0219829       0.0230337       0.0219576       0.0231718
      2.0000000      20.6474747       1.8298538       1.8101721       1.8457832       1.8091684       1.8505392       0.2532613       0.2490067       0.2566836       0.2488502       0.2576725       0.0227867       0.0221948       0.0232640       0.0221689       0.0234045
      2.0000000      20.8818182       1.8898316       1.8691340       1.9065762       1.8681079       1.9115553       0.2586272       0.2542327       0.2621623       0.2540705       0.2631840       0.0230084       0.0224063       0.0234939       0.0223798       0.0236369
      2.0000000      21.1161616       1.9510730       1.9293261       1.9686594       1.9282762       1.9738698       0.2640450       0.2595082       0.2676949       0.2593402       0.2687499       0.0232297       0.0226175       0.0237234       0.0225904       0.0238690
      2.0000000      21.3505051       2.0135901       1.9907601       2.0320455       1.9896850       2.0374952       0.2695146       0.2648332       0.2732812       0.2646591       0.2743702       0.0234506       0.0228282       0.0239527       0.0228005       0.0241007
      2.0000000      21.5848485       2.0773950       2.0534475       2.0967469       2.0523457       2.1024444       0.2750360       0.2702075       0.2789212       0.2700272       0.2800447       0.0236712       0.0230386       0.0241816       0.0230103       0.0243321
      2.0000000      21.8191919       2.1424999       2.1173998       2.1627764       2.1162698       2.1687300       0.2806090       0.2756310       0.2846148       0.2754445       0.2857735       0.0238915       0.0232486       0.0244102       0.0232197       0.0245632
      2.0000000      22.0535354       2.2089168       2.1826287       2.2301463       2.1814690       2.2363646       0.2862336       0.2811038       0.2903619       0.2809107       0.2915564       0.0241114       0.0234583       0.0246385       0.0234288       0.0247940
      2.0000000      22.2878788       2.2766578       2.2491456       2.2988694       2.2479546       2.3053611       0.2919097       0.2866256       0.2961625       0.2864259       0.2973934       0.0243310       0.0236676       0.0248665       0.0236374       0.0250245
      2.0000000      22.5222222       2.3457350       2.3169620       2.3689580       2.3157382       2.3757319       0.2976372       0.2921964       0.3020164       0.2919899       0.3032844       0.0245502       0.0238766       0.0250941       0.0238458       0.0252547
      2.0000000      22.7565657       2.4161605       2.3860893       2.4404247       2.3848311       2.4474898       0.3034160       0.2978162       0.3079237       0.2976027       0.3092293       0.0247692       0.0240852       0.0253215       0.0240538       0.0254846
      2.0000000      22.9909091       2.4879461       2.4565391       2.5132819       2.4552449       2.5206474       0.3092461       0.3034848       0.3138843       0.3032642       0.3152281       0.0249878       0.0242934       0.0255485       0.0242614       0.0257142
      2.0000000      23.2252525       2.5611041       2.5283227       2.5875422       2.5269910       2.5952172       0.3151274       0.3092022       0.3198980       0.3089742       0.3212806       0.0252061       0.0245014       0.0257753       0.0244687       0.0259435
      2.0000000      23.4595960       2.6356462       2.6014516       2.6632181       2.6000806       2.6712119       0.3210599       0.3149682       0.3259648       0.3147328       0.3273869       0.0254241       0.0247090       0.0260018       0.0246757       0.0261725
      2.0000000      23.6939394       2.7115846       2.6759371       2.7403218       2.6745252       2.7486440       0.3270433       0.3207829       0.3320846       0.3205399       0.3335468       0.0256418       0.0249162       0.0262279       0.0248823       0.0264013
      2.0000000      23.9282828       2.7889311       2.7517907       2.8188659       2.7503362       2.8275260       0.3330778       0.3266461       0.3382574       0.3263953       0.3397603       0.0258591       0.0251232       0.0264538       0.0250886       0.0266297
      2.0000000      24.1626263       2.8676978       2.8290236       2.8988627       2.8275249       2.9078707       0.3391632       0.3325578       0.3444832       0.3322990       0.3460273       0.0260762       0.0253295       0.0266794       0.0252945       0.0268579
      2.0000000      24.3969697       2.9478964       2.9076473       2.9803248       2.9061025       2.9896903       0.3452994       0.3385178       0.3507617       0.3382509       0.3523478       0.0262930       0.0255355       0.0269047       0.0255002       0.0270858
      2.0000000      24.6313131       3.0295390       2.9876740       3.0632643       2.9860805       3.0729975       0.3514863       0.3445262       0.3570930       0.3442510       0.3587216       0.0265095       0.0257412       0.0271298       0.0257055       0.0273134
      2.0000000      24.8656566      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000
      2.0000000      25.1000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000      -1.0000000
