           0.0000000   8999999488.0000000  -8999999487.9996071
           0.0344828   8999999488.0000000  -8999999487.9996071
           0.0689655   8999999488.0000000  -8999999487.9996071
           0.1034483            0.0003939            0.0000000
           0.1379310            0.0005559           -0.0001620
           0.1724138            0.0008438           -0.0004499
           0.2068966            0.0012756           -0.0008817
           0.2413793            0.0018787           -0.0014848
           0.2758621            0.0026443           -0.0022505
           0.3103448            0.0035124           -0.0031185
           0.3448276            0.0044172           -0.0040233
           0.3793103            0.0053043           -0.0049104
           0.4137931            0.0061432           -0.0057494
           0.4482759            0.0069615           -0.0065676
           0.4827586            0.0078013           -0.0074074
           0.5172414            0.0087197           -0.0083258
           0.5517241            0.0097563           -0.0093624
           0.5862069            0.0109128           -0.0105189
           0.6206897            0.0121737           -0.0117798
           0.6551724            0.0134663           -0.0130724
           0.6896552            0.0147363           -0.0143424
           0.7241379            0.0159249           -0.0155311
           0.7586207            0.0169975           -0.0166036
           0.7931034            0.0179406           -0.0175467
           0.8275862            0.0187524           -0.0183586
           0.8620690            0.0194468           -0.0190529
           0.8965517            0.0200397           -0.0196458
           0.9310345            0.0205475           -0.0201537
           0.9655172            0.0209851           -0.0205913
           1.0000000            0.0213651           -0.0209713
