         f          x          y
    2.0000     6.8000     0.0600
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    1.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    2.0000     6.8000     0.0700
    1.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    1.0000     6.8000     0.0800
    1.0000     6.8000     0.0800
    1.0000     6.8000     0.0800
    1.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    1.0000     6.8000     0.0800
    1.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    2.0000     6.8000     0.0800
    1.0000     6.8000     0.0800
    1.0000     6.8000     0.0900
    1.0000     6.8000     0.0900
    1.0000     6.8000     0.0900
    2.0000     6.8000     0.0900
    1.0000     6.8000     0.0900
    2.0000     6.8000     0.0900
    2.0000     6.8000     0.0900
    2.0000     6.8000     0.0900
    1.0000     6.8000     0.0900
    2.0000     6.8000     0.0900
    1.0000     6.8000     0.0900
    2.0000     6.8000     0.0900
    1.0000     6.8000     0.0900
    1.0000     6.8000     0.0900
    2.0000     6.8000     0.0900
    1.0000     6.8000     0.1000
    1.0000     6.8000     0.1000
    2.0000     6.8000     0.1000
    2.0000     6.8000     0.1000
    1.0000     6.8000     0.1000
    2.0000     6.8000     0.1000
    1.0000     6.8000     0.1000
    1.0000     6.8000     0.1000
    2.0000     6.8000     0.1000
    2.0000     6.8000     0.1000
    2.0000     6.8000     0.1100
    2.0000     6.8000     0.1100
    2.0000     6.8000     0.1100
    2.0000     6.8000     0.1300
    1.0000     6.8000     0.1500
    2.0000     6.8000     0.1700
    2.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    2.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    1.0000     6.9000     0.0500
    1.0000     6.9000     0.0600
    2.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    2.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    2.0000     6.9000     0.0600
    2.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0600
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    1.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    2.0000     6.9000     0.0700
    1.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    1.0000     6.9000     0.0800
    2.0000     6.9000     0.0800
    1.0000     6.9000     0.0900
    1.0000     6.9000     0.0900
    2.0000     6.9000     0.0900
    1.0000     6.9000     0.0900
    2.0000     6.9000     0.0900
    1.0000     6.9000     0.0900
    2.0000     6.9000     0.0900
    2.0000     6.9000     0.0900
    1.0000     6.9000     0.0900
    1.0000     6.9000     0.0900
    1.0000     6.9000     0.0900
    2.0000     6.9000     0.0900
    2.0000     6.9000     0.0900
    2.0000     6.9000     0.0900
    1.0000     6.9000     0.1000
    1.0000     6.9000     0.1000
    2.0000     6.9000     0.1000
    1.0000     6.9000     0.1000
    2.0000     6.9000     0.1000
    1.0000     6.9000     0.1000
    1.0000     6.9000     0.1000
    1.0000     6.9000     0.1000
    1.0000     6.9000     0.1100
    2.0000     6.9000     0.1100
    2.0000     6.9000     0.1200
    2.0000     6.9000     0.1400
    1.0000     7.0000     0.0500
    1.0000     7.0000     0.0500
    1.0000     7.0000     0.0500
    1.0000     7.0000     0.0500
    1.0000     7.0000     0.0500
    1.0000     7.0000     0.0500
    1.0000     7.0000     0.0500
    1.0000     7.0000     0.0600
    2.0000     7.0000     0.0600
    1.0000     7.0000     0.0600
    1.0000     7.0000     0.0600
    2.0000     7.0000     0.0600
    1.0000     7.0000     0.0600
    2.0000     7.0000     0.0600
    1.0000     7.0000     0.0600
    1.0000     7.0000     0.0600
    1.0000     7.0000     0.0600
    2.0000     7.0000     0.0600
    2.0000     7.0000     0.0600
    2.0000     7.0000     0.0600
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    1.0000     7.0000     0.0700
    2.0000     7.0000     0.0700
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    1.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    2.0000     7.0000     0.0800
    1.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    1.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    2.0000     7.0000     0.0900
    1.0000     7.0000     0.1000
    1.0000     7.0000     0.1000
    1.0000     7.0000     0.1000
    1.0000     7.0000     0.1000
    2.0000     7.0000     0.1000
    2.0000     7.0000     0.1000
    2.0000     7.0000     0.1000
    2.0000     7.0000     0.1000
    1.0000     7.0000     0.1000
    1.0000     7.0000     0.1000
    1.0000     7.0000     0.1000
    2.0000     7.0000     0.1000
    2.0000     7.0000     0.1000
    2.0000     7.0000     0.1100
    1.0000     7.0000     0.1100
    1.0000     7.0000     0.1100
    2.0000     7.0000     0.1100
    2.0000     7.0000     0.1100
    1.0000     7.0000     0.1200
    2.0000     7.0000     0.1300
    1.0000     7.1000     0.0500
    1.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    2.0000     7.1000     0.0600
    2.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    2.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    1.0000     7.1000     0.0600
    2.0000     7.1000     0.0600
    2.0000     7.1000     0.0600
    2.0000     7.1000     0.0600
    1.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    1.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    2.0000     7.1000     0.0700
    1.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    2.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    1.0000     7.1000     0.0800
    2.0000     7.1000     0.0900
    2.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    2.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    1.0000     7.1000     0.0900
    2.0000     7.1000     0.0900
    2.0000     7.1000     0.0900
    2.0000     7.1000     0.0900
    2.0000     7.1000     0.0900
    1.0000     7.1000     0.1000
    1.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    1.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    1.0000     7.1000     0.1000
    1.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    2.0000     7.1000     0.1000
    1.0000     7.1000     0.1100
    1.0000     7.1000     0.1100
    2.0000     7.1000     0.1100
    1.0000     7.1000     0.1100
    1.0000     7.1000     0.1100
    2.0000     7.1000     0.1100
    1.0000     7.1000     0.1100
    1.0000     7.1000     0.1100
    2.0000     7.1000     0.1100
    1.0000     7.1000     0.1200
    2.0000     7.1000     0.1300
    1.0000     7.1000     0.1400
    2.0000     7.1000     0.1400
    1.0000     7.2000     0.0500
    1.0000     7.2000     0.0600
    1.0000     7.2000     0.0600
    1.0000     7.2000     0.0600
    1.0000     7.2000     0.0600
    1.0000     7.2000     0.0600
    1.0000     7.2000     0.0600
    2.0000     7.2000     0.0600
    2.0000     7.2000     0.0600
    2.0000     7.2000     0.0600
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    2.0000     7.2000     0.0700
    2.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    2.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    2.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    1.0000     7.2000     0.0700
    2.0000     7.2000     0.0700
    2.0000     7.2000     0.0700
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    1.0000     7.2000     0.0800
    2.0000     7.2000     0.0800
    1.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    1.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    2.0000     7.2000     0.0900
    1.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    2.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    2.0000     7.2000     0.1000
    2.0000     7.2000     0.1000
    1.0000     7.2000     0.1000
    2.0000     7.2000     0.1000
    2.0000     7.2000     0.1000
    1.0000     7.2000     0.1100
    1.0000     7.2000     0.1100
    1.0000     7.2000     0.1100
    1.0000     7.2000     0.1100
    1.0000     7.2000     0.1100
    2.0000     7.2000     0.1100
    1.0000     7.2000     0.1100
    2.0000     7.2000     0.1100
    2.0000     7.2000     0.1100
    2.0000     7.2000     0.1100
    2.0000     7.2000     0.1100
    2.0000     7.2000     0.1100
    1.0000     7.2000     0.1200
    2.0000     7.2000     0.1200
    1.0000     7.2000     0.1200
    2.0000     7.2000     0.1300
    1.0000     7.3000     0.0600
    1.0000     7.3000     0.0600
    1.0000     7.3000     0.0600
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    2.0000     7.3000     0.0700
    2.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0700
    1.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    1.0000     7.3000     0.0800
    2.0000     7.3000     0.0800
    1.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    1.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    2.0000     7.3000     0.0900
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    1.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    2.0000     7.3000     0.1000
    1.0000     7.3000     0.1100
    1.0000     7.3000     0.1100
    2.0000     7.3000     0.1100
    2.0000     7.3000     0.1100
    1.0000     7.3000     0.1100
    1.0000     7.3000     0.1100
    1.0000     7.3000     0.1100
    1.0000     7.3000     0.1200
    1.0000     7.3000     0.1200
    2.0000     7.3000     0.1200
    1.0000     7.3000     0.1300
    2.0000     7.3000     0.1300
    1.0000     7.3000     0.1300
    1.0000     7.3000     0.1300
    2.0000     7.3000     0.1400
    1.0000     7.3000     0.1400
    2.0000     7.3000     0.1500
    2.0000     7.3000     0.1500
    2.0000     7.4000     0.0600
    1.0000     7.4000     0.0600
    1.0000     7.4000     0.0700
    1.0000     7.4000     0.0700
    1.0000     7.4000     0.0700
    1.0000     7.4000     0.0700
    1.0000     7.4000     0.0700
    1.0000     7.4000     0.0700
    2.0000     7.4000     0.0700
    2.0000     7.4000     0.0700
    1.0000     7.4000     0.0700
    1.0000     7.4000     0.0700
    2.0000     7.4000     0.0700
    1.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    1.0000     7.4000     0.0800
    2.0000     7.4000     0.0800
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    1.0000     7.4000     0.0900
    2.0000     7.4000     0.0900
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    1.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    2.0000     7.4000     0.1000
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    1.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    2.0000     7.4000     0.1100
    1.0000     7.4000     0.1200
    1.0000     7.4000     0.1200
    2.0000     7.4000     0.1200
    1.0000     7.4000     0.1200
    1.0000     7.4000     0.1200
    2.0000     7.4000     0.1200
    1.0000     7.4000     0.1200
    1.0000     7.4000     0.1200
    1.0000     7.4000     0.1200
    1.0000     7.4000     0.1300
    2.0000     7.4000     0.1300
    1.0000     7.4000     0.1400
    2.0000     7.4000     0.1400
    2.0000     7.4000     0.1400
    2.0000     7.4000     0.1500
    1.0000     7.5000     0.0600
    1.0000     7.5000     0.0600
    1.0000     7.5000     0.0600
    1.0000     7.5000     0.0600
    2.0000     7.5000     0.0700
    1.0000     7.5000     0.0700
    1.0000     7.5000     0.0700
    1.0000     7.5000     0.0700
    1.0000     7.5000     0.0700
    1.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    1.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    2.0000     7.5000     0.0800
    1.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    2.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    2.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    2.0000     7.5000     0.0900
    2.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    2.0000     7.5000     0.0900
    2.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    1.0000     7.5000     0.0900
    2.0000     7.5000     0.0900
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    1.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    2.0000     7.5000     0.1000
    1.0000     7.5000     0.1100
    1.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    1.0000     7.5000     0.1100
    1.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    1.0000     7.5000     0.1100
    1.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    2.0000     7.5000     0.1100
    1.0000     7.5000     0.1100
    1.0000     7.5000     0.1100
    1.0000     7.5000     0.1200
    2.0000     7.5000     0.1200
    2.0000     7.5000     0.1200
    2.0000     7.5000     0.1200
    2.0000     7.5000     0.1200
    1.0000     7.5000     0.1200
    1.0000     7.5000     0.1200
    1.0000     7.5000     0.1200
    2.0000     7.5000     0.1200
    2.0000     7.5000     0.1300
    2.0000     7.5000     0.1400
    1.0000     7.5000     0.1400
    2.0000     7.5000     0.1500
    2.0000     7.5000     0.1700
    1.0000     7.6000     0.0600
    1.0000     7.6000     0.0700
    1.0000     7.6000     0.0700
    1.0000     7.6000     0.0700
